Date,Value Traded,# of Transactions,# of Shares,Index,% Change
2010-11-03,94442.0,60.0,19241.0,4388.0,-0.83
2010-11-02,153666.0,110.0,30542.0,4425.0,0.03
2010-11-01,203837.0,88.0,45422.0,4423.0,-0.84
2010-10-31,126867.0,76.0,27947.0,4461.0,1.25
2010-10-28,98562.0,94.0,19781.0,4405.0,0.28
2010-10-27,174369.0,90.0,39709.0,4393.0,-0.73
2010-10-26,36286.0,35.0,7653.0,4425.0,0.1
2010-10-25,413813.0,131.0,78549.0,4421.0,-0.92
2010-10-24,388429.0,243.0,72597.0,4462.0,1.65
2010-10-21,182935.0,61.0,42842.0,4390.0,0.06
2010-10-20,195984.0,101.0,37258.0,4388.0,-0.52
2010-10-19,190386.0,94.0,36934.0,4410.0,0.28
2010-10-18,242428.0,110.0,53923.0,4398.0,0.21
2010-10-17,266262.0,124.0,50893.0,4389.0,-0.18
2010-10-14,162452.0,73.0,32057.0,4397.0,0.68
2010-10-13,329734.0,149.0,71277.0,4367.0,-0.65
2010-10-12,170718.0,89.0,38729.0,4396.0,-0.43
2010-10-11,116314.0,78.0,25606.0,4415.0,-0.61
2010-10-10,415916.0,143.0,89505.0,4442.0,-0.09
2010-10-07,508426.0,176.0,95893.0,4446.0,-2.41
2010-10-06,281004.0,167.0,53148.0,4556.0,-0.28
2010-10-05,552623.0,268.0,107971.0,4568.0,-0.67
2010-10-04,1514296.0,385.0,332741.0,4599.0,3.66
2010-10-03,444149.0,170.0,93171.0,4437.0,1.88
2010-09-30,720122.0,125.0,162884.0,4355.0,0.28
2010-09-29,361114.0,106.0,85297.0,4343.0,0.17
2010-09-28,120808.0,76.0,26005.0,4336.0,0.16
2010-09-27,283412.0,137.0,65319.0,4329.0,-0.43
2010-09-26,852168.0,215.0,200573.0,4348.0,2.23
2010-09-23,165237.0,149.0,34483.0,4253.0,0.42
2010-09-22,1219187.0,293.0,287246.0,4235.0,-1.2
2010-09-21,94380.0,90.0,22247.0,4286.0,-0.98
2010-09-20,141811.0,57.0,31865.0,4329.0,-0.67
2010-09-19,133595.0,59.0,30588.0,4358.0,-0.21
2010-09-16,256986.0,99.0,62152.0,4367.0,0.9
2010-09-15,170898.0,45.0,40832.0,4328.0,-0.43
2010-09-14,255469.0,81.0,59783.0,4347.0,-0.91
2010-09-13,144371.0,52.0,33165.0,4387.0,0.84
2010-09-08,327451.0,161.0,77351.0,4350.0,1.35
2010-09-07,440125.0,64.0,106574.0,4292.0,0.41
2010-09-06,157387.0,118.0,34627.0,4275.0,0.38
2010-09-05,209520.0,129.0,45607.0,4259.0,-0.75
2010-09-02,275923.0,136.0,61175.0,4291.0,0.14
2010-09-01,16022.0,24.0,3558.0,4285.0,0.0
2010-08-31,152156.0,64.0,33793.0,4285.0,-0.62
2010-08-30,294991.0,72.0,67054.0,4312.0,0.33
2010-08-29,60055.0,36.0,13933.0,4298.0,-0.99
2010-08-26,207697.0,76.0,48526.0,4341.0,0.35
2010-08-25,186068.0,37.0,35527.0,4326.0,-0.44
2010-08-24,312479.0,65.0,72544.0,4345.0,0.89
2010-08-23,197522.0,45.0,37730.0,4306.0,-1.81
2010-08-22,197346.0,80.0,45689.0,4386.0,0.86
2010-08-19,715325.0,88.0,148380.0,4349.0,1.51
2010-08-18,82964.0,65.0,15491.0,4284.0,0.03
2010-08-17,80490.0,67.0,16732.0,4283.0,-0.31
2010-08-16,118879.0,73.0,26009.0,4296.0,-0.44
2010-08-15,45079.0,35.0,9329.0,4315.0,-0.57
2010-08-12,60432.0,36.0,11459.0,4340.0,0.56
2010-08-11,55672.0,86.0,11350.0,4316.0,-1.18
2010-08-10,115155.0,79.0,26129.0,4368.0,1.19
2010-08-09,98969.0,93.0,20970.0,4316.0,-3.01
2010-08-08,438037.0,163.0,104926.0,4450.0,1.74
2010-08-05,204880.0,120.0,45047.0,4374.0,-1.22
2010-08-04,232079.0,131.0,51397.0,4428.0,0.11
2010-08-03,564414.0,187.0,138112.0,4423.0,0.69
2010-08-02,374203.0,136.0,92932.0,4392.0,0.09
2010-08-01,212156.0,82.0,51352.0,4389.0,0.09
2010-07-29,217857.0,97.0,53799.0,4385.0,0.4
2010-07-28,253306.0,93.0,62082.0,4367.0,0.11
2010-07-27,289732.0,72.0,72983.0,4362.0,-0.53
2010-07-26,132482.0,99.0,26707.0,4385.0,0.0
2010-07-25,147054.0,76.0,33103.0,4385.0,0.53
2010-07-22,562846.0,164.0,137885.0,4362.0,-0.74
2010-07-21,154135.0,114.0,36433.0,4395.0,0.03
2010-07-20,88076.0,35.0,16386.0,4393.0,-0.47
2010-07-19,66916.0,35.0,15843.0,4414.0,-0.34
2010-07-18,224019.0,70.0,48273.0,4429.0,0.37
2010-07-15,182932.0,70.0,45066.0,4412.0,0.22
2010-07-14,89799.0,45.0,20633.0,4403.0,0.0
2010-07-13,62724.0,53.0,12610.0,4403.0,-0.19
2010-07-12,122291.0,63.0,27731.0,4411.0,-0.49
2010-07-11,79376.0,56.0,17339.0,4433.0,0.38
2010-07-08,513653.0,160.0,113023.0,4416.0,1.05
2010-07-07,155754.0,99.0,34000.0,4371.0,-0.5
2010-07-06,207451.0,120.0,44861.0,4393.0,0.18
2010-07-05,252275.0,128.0,58987.0,4384.0,-0.79
2010-07-04,196466.0,97.0,47004.0,4419.0,-1.09
2010-07-01,101170.0,67.0,20720.0,4468.0,0.26
2010-06-30,390027.0,58.0,86865.0,4457.0,-1.18
2010-06-29,184521.0,80.0,33281.0,4510.0,0.61
2010-06-28,525131.0,84.0,127750.0,4482.0,-0.17
2010-06-27,324104.0,89.0,77693.0,4490.0,0.81
2010-06-24,5644373.0,65.0,1443862.0,4454.0,-0.03
2010-06-23,777864.0,129.0,192357.0,4455.0,-1.29
2010-06-22,230194.0,84.0,56847.0,4513.0,1.02
2010-06-21,149171.0,91.0,31145.0,4468.0,0.92
2010-06-20,122008.0,80.0,29366.0,4427.0,-0.36
2010-06-17,152430.0,75.0,37684.0,4443.0,-0.12
2010-06-16,252647.0,88.0,63245.0,4448.0,-0.16
2010-06-15,50027.0,66.0,10212.0,4455.0,-0.08
2010-06-14,173472.0,75.0,41811.0,4459.0,-0.02
2010-06-13,313776.0,121.0,73968.0,4460.0,0.34
2010-06-10,114083.0,98.0,25673.0,4445.0,-0.43
2010-06-09,122961.0,81.0,26582.0,4464.0,0.09
2010-06-08,162655.0,109.0,35408.0,4460.0,0.21
2010-06-07,127740.0,88.0,26879.0,4451.0,-0.67
2010-06-06,225851.0,79.0,56299.0,4481.0,-0.82
2010-06-03,127334.0,84.0,24410.0,4518.0,1.32
2010-06-02,201213.0,104.0,43637.0,4459.0,-0.75
2010-06-01,592214.0,133.0,134287.0,4493.0,0.08
2010-05-31,210527.0,97.0,50483.0,4489.0,-0.09
2010-05-30,253830.0,130.0,48303.0,4493.0,0.83
2010-05-27,230907.0,131.0,55579.0,4456.0,0.6
2010-05-26,1032903.0,271.0,227760.0,4430.0,-3.7
2010-05-24,732157.0,116.0,131438.0,4600.0,1.48
2010-05-23,438599.0,126.0,107255.0,4533.0,-0.98
2010-05-20,219093.0,97.0,48922.0,4578.0,-0.32
2010-05-19,89819.0,93.0,19220.0,4593.0,-0.76
2010-05-18,644125.0,190.0,144764.0,4628.0,0.36
2010-05-17,491098.0,138.0,104650.0,4611.0,0.27
2010-05-16,383952.0,167.0,94091.0,4599.0,-0.47
2010-05-13,670917.0,183.0,146979.0,4621.0,3.2
2010-05-12,471699.0,162.0,118194.0,4477.0,2.63
2010-05-11,151990.0,92.0,31798.0,4363.0,0.22
2010-05-10,487680.0,172.0,80075.0,4353.0,2.33
2010-05-09,410702.0,142.0,71389.0,4254.0,-1.38
2010-05-06,302714.0,127.0,50612.0,4313.0,-3.44
2010-05-05,118947.0,29.0,33328.0,4467.0,-0.15
2010-05-04,559727.0,155.0,97078.0,4474.0,-0.51
2010-05-03,330687.0,128.0,51218.0,4497.0,-0.04
2010-05-02,386985.0,157.0,69840.0,4499.0,-1.79
2010-04-29,20300.0,13.0,5533.0,4581.0,0.3
2010-04-28,383042.0,145.0,60039.0,4568.0,-0.76
2010-04-27,408203.0,159.0,63176.0,4602.0,0.39
2010-04-26,485334.0,142.0,71085.0,4584.0,0.62
2010-04-25,151929.0,56.0,30122.0,4556.0,0.15
2010-04-22,444058.0,130.0,71054.0,4549.0,0.15
2010-04-21,270718.0,95.0,42945.0,4543.0,-0.07
2010-04-20,151233.0,64.0,25098.0,4546.0,-0.21
2010-04-19,328629.0,128.0,53816.0,4555.0,-0.45
2010-04-18,314442.0,155.0,48436.0,4576.0,-0.31
2010-04-15,672049.0,148.0,154330.0,4590.0,-0.31
2010-04-14,649666.0,204.0,101399.0,4604.0,-0.6
2010-04-13,292956.0,129.0,51039.0,4632.0,-0.51
2010-04-12,540961.0,209.0,98806.0,4655.0,0.06
2010-04-11,354210.0,171.0,74291.0,4652.0,-0.27
2010-04-08,673659.0,156.0,107691.0,4665.0,0.68
2010-04-07,485189.0,165.0,71853.0,4634.0,0.11
2010-04-06,1087124.0,328.0,158748.0,4628.0,-1.96
2010-04-05,2122633.0,468.0,334947.0,4721.0,3.57
2010-04-04,197515.0,109.0,45036.0,4558.0,-0.55
2010-04-01,111380.0,62.0,19540.0,4583.0,-1.13
2010-03-31,435069.0,143.0,80994.0,4635.0,0.41
2010-03-30,146584.0,92.0,24318.0,4616.0,0.45
2010-03-29,122213.0,93.0,22869.0,4596.0,0.08
2010-03-28,143745.0,94.0,23280.0,4592.0,-0.62
2010-03-25,145956.0,104.0,30325.0,4620.0,1.21
2010-03-24,192917.0,88.0,32884.0,4565.0,-1.25
2010-03-23,148380.0,83.0,22436.0,4623.0,-0.47
2010-03-22,329769.0,99.0,53882.0,4645.0,0.0
2010-03-21,185859.0,82.0,28900.0,4645.0,-0.5
2010-03-18,278437.0,148.0,48798.0,4668.0,2.28
2010-03-17,118953.0,107.0,21794.0,4564.0,-1.61
2010-03-16,254415.0,127.0,53388.0,4639.0,0.28
2010-03-15,393851.0,169.0,77483.0,4626.0,1.19
2010-03-14,123207.0,82.0,21984.0,4572.0,-1.57
2010-03-11,515636.0,216.0,102450.0,4645.0,1.82
2010-03-10,425633.0,91.0,85144.0,4561.0,0.38
2010-03-09,271874.0,118.0,49959.0,4544.0,0.18
2010-03-08,250932.0,120.0,45261.0,4536.0,0.52
2010-03-07,321691.0,111.0,54284.0,4512.0,0.76
2010-03-04,202862.0,99.0,45373.0,4478.0,-1.47
2010-03-03,629415.0,180.0,136834.0,4545.0,-0.11
2010-03-02,367438.0,150.0,81020.0,4550.0,-2.04
2010-03-01,233741.0,112.0,46284.0,4645.0,0.0
2010-02-28,459260.0,139.0,103121.0,4645.0,2.28
2010-02-25,809646.0,186.0,195086.0,4542.0,3.47
2010-02-24,263346.0,136.0,61122.0,4389.0,-0.74
2010-02-23,273193.0,141.0,59228.0,4422.0,0.53
2010-02-22,282569.0,146.0,58324.0,4399.0,0.96
2010-02-21,395360.0,187.0,93329.0,4357.0,1.78
2010-02-18,487413.0,208.0,128972.0,4281.0,-1.49
2010-02-17,619467.0,146.0,162642.0,4346.0,-2.91
2010-02-16,517686.0,194.0,127678.0,4476.0,-3.43
2010-02-15,327273.0,109.0,74499.0,4635.0,-1.14
2010-02-14,200838.0,101.0,33677.0,4689.0,-0.66
2010-02-11,141409.0,82.0,26025.0,4720.0,-0.45
2010-02-10,175324.0,76.0,35690.0,4741.0,-0.4
2010-02-09,85724.0,64.0,19344.0,4760.0,-0.41
2010-02-08,154753.0,82.0,28045.0,4780.0,-0.23
2010-02-07,193520.0,75.0,33490.0,4791.0,-0.32
2010-02-04,329576.0,147.0,64522.0,4806.0,1.74
2010-02-03,510344.0,187.0,101636.0,4724.0,-0.29
2010-02-02,549904.0,176.0,87580.0,4738.0,-0.25
2010-02-01,518106.0,200.0,87216.0,4750.0,-1.1
2010-01-31,447006.0,140.0,74998.0,4802.0,-0.37
2010-01-28,541508.0,196.0,93963.0,4820.0,1.01
2010-01-27,106464.0,87.0,20992.0,4772.0,0.47
2010-01-26,270314.0,142.0,51145.0,4750.0,-0.51
2010-01-25,256267.0,138.0,44184.0,4774.0,0.91
2010-01-24,1378958.0,366.0,215794.0,4731.0,-2.44
2010-01-21,185842.0,128.0,33546.0,4849.0,-0.61
2010-01-20,321081.0,141.0,51195.0,4879.0,0.11
2010-01-19,399325.0,142.0,62863.0,4874.0,-0.32
2010-01-18,654630.0,262.0,95754.0,4890.0,0.52
2010-01-17,608626.0,197.0,89838.0,4865.0,-0.05
2010-01-14,1879455.0,444.0,263149.0,4867.0,0.72
2010-01-13,1162439.0,305.0,166786.0,4832.0,-0.18
2010-01-12,3098902.0,486.0,444760.0,4841.0,1.52
2010-01-11,606046.0,147.0,96697.0,4768.0,0.2
2010-01-10,393599.0,161.0,64450.0,4759.0,0.62
2010-01-07,293745.0,133.0,50200.0,4729.0,-0.09
2010-01-06,368278.0,163.0,76377.0,4733.0,-0.82
2010-01-05,244736.0,109.0,37473.0,4773.0,-0.32
2010-01-04,296178.0,158.0,46400.0,4788.0,0.27
2010-01-03,1114892.0,287.0,169791.0,4775.0,-0.43
2009-12-30,1162169.0,379.0,193266.0,4796.0,0.74
2009-12-29,1027840.0,332.0,165305.0,4760.0,1.69
2009-12-28,638246.0,188.0,104289.0,4681.0,0.03
2009-12-27,480541.0,139.0,90441.0,4680.0,0.35
2009-12-24,665738.0,209.0,138040.0,4663.0,-0.02
2009-12-23,399445.0,190.0,87380.0,4664.0,0.3
2009-12-22,482848.0,218.0,102528.0,4651.0,-0.8
2009-12-21,550396.0,131.0,107168.0,4688.0,-0.65
2009-12-20,475363.0,114.0,77987.0,4719.0,-0.59
2009-12-17,936981.0,185.0,200483.0,4747.0,-0.61
2009-12-16,898451.0,264.0,157434.0,4776.0,-0.52
2009-12-15,733349.0,211.0,142172.0,4800.0,-0.97
2009-12-14,1643761.0,397.0,330077.0,4848.0,-0.57
2009-12-13,666519.0,256.0,116263.0,4875.0,1.24
2009-12-10,771300.0,265.0,133511.0,4815.0,-1.13
2009-12-09,1115418.0,308.0,208820.0,4871.0,0.73
2009-12-08,1161099.0,320.0,225772.0,4835.0,0.94
2009-12-07,776927.0,262.0,143395.0,4790.0,0.06
2009-12-06,338234.0,121.0,61775.0,4787.0,-0.68
2009-12-03,605610.0,235.0,114052.0,4820.0,1.12
2009-12-02,455517.0,222.0,97059.0,4766.0,1.26
2009-12-01,1882977.0,403.0,421710.0,4707.0,-2.72
2009-11-25,577477.0,176.0,98116.0,4839.0,0.31
2009-11-24,230194.0,139.0,43049.0,4824.0,0.06
2009-11-23,142069.0,94.0,26869.0,4821.0,0.17
2009-11-22,272598.0,122.0,59800.0,4813.0,-0.17
2009-11-19,263188.0,115.0,53423.0,4821.0,-0.23
2009-11-18,202912.0,116.0,39922.0,4832.0,-0.6
2009-11-17,740028.0,250.0,174833.0,4861.0,0.84
2009-11-16,489479.0,179.0,106657.0,4821.0,0.07
2009-11-15,755211.0,220.0,146320.0,4817.0,-0.14
2009-11-12,731663.0,266.0,149383.0,4824.0,0.11
2009-11-11,707937.0,272.0,147022.0,4819.0,0.05
2009-11-10,1016059.0,338.0,237155.0,4816.0,-0.88
2009-11-09,715194.0,328.0,133373.0,4859.0,1.6
2009-11-08,1116652.0,297.0,276730.0,4782.0,2.89
2009-11-05,274354.0,153.0,57500.0,4648.0,0.06
2009-11-04,477256.0,188.0,85214.0,4645.0,-0.51
2009-11-03,440869.0,132.0,92167.0,4669.0,1.0
2009-11-02,519504.0,157.0,92101.0,4623.0,0.3
2009-11-01,802194.0,185.0,192893.0,4609.0,-1.22
2009-10-29,794508.0,328.0,143410.0,4666.0,0.94
2009-10-28,338984.0,165.0,73417.0,4622.0,0.15
2009-10-27,225416.0,110.0,54965.0,4615.0,-0.17
2009-10-26,548099.0,201.0,109893.0,4623.0,-0.41
2009-10-25,438707.0,165.0,84615.0,4642.0,0.14
2009-10-22,653137.0,209.0,110005.0,4636.0,-0.57
2009-10-21,287047.0,115.0,64982.0,4662.0,-0.51
2009-10-20,687705.0,197.0,167951.0,4686.0,-0.63
2009-10-19,557455.0,235.0,110670.0,4716.0,0.52
2009-10-18,1196934.0,323.0,252217.0,4692.0,1.37
2009-10-15,364647.0,189.0,60289.0,4628.0,0.0
2009-10-14,287552.0,130.0,56973.0,4628.0,-0.76
2009-10-13,556585.0,269.0,121828.0,4663.0,0.51
2009-10-12,341062.0,198.0,79948.0,4639.0,-1.06
2009-10-11,1122044.0,412.0,275656.0,4689.0,2.43
2009-10-08,556990.0,263.0,107349.0,4578.0,-0.52
2009-10-07,1403798.0,436.0,287648.0,4602.0,1.38
2009-10-06,353595.0,178.0,76226.0,4539.0,0.04
2009-10-05,502098.0,243.0,99636.0,4537.0,-0.77
2009-10-04,813809.0,369.0,202410.0,4572.0,4.2
2009-10-01,640720.0,254.0,142722.0,4388.0,-1.03
2009-09-30,1632378.0,411.0,394141.0,4434.0,1.52
2009-09-29,546538.0,209.0,108155.0,4367.0,-0.02
2009-09-28,459729.0,169.0,74556.0,4368.0,-0.37
2009-09-27,368315.0,205.0,85188.0,4384.0,0.36
2009-09-24,402666.0,167.0,87781.0,4369.0,0.65
2009-09-17,721386.0,309.0,124008.0,4341.0,-0.42
2009-09-16,596658.0,263.0,103319.0,4359.0,0.11
2009-09-15,572102.0,176.0,93090.0,4354.0,0.48
2009-09-14,330277.0,126.0,50159.0,4333.0,-1.33
2009-09-13,242723.0,118.0,38375.0,4392.0,-1.29
2009-09-10,749904.0,253.0,152550.0,4449.0,1.07
2009-09-09,681008.0,192.0,101869.0,4402.0,-0.13
2009-09-08,1448204.0,254.0,264185.0,4407.0,0.24
2009-09-07,970504.0,318.0,147391.0,4397.0,-0.46
2009-09-06,2650998.0,691.0,358870.0,4417.0,-1.45
2009-09-03,3952982.0,625.0,533765.0,4482.0,-0.34
2009-09-02,3793840.0,484.0,532158.0,4497.0,2.22
2009-09-01,1130570.0,331.0,157677.0,4400.0,-0.69
2009-08-31,1569048.0,469.0,278607.0,4430.0,0.84
2009-08-30,2084680.0,433.0,313495.0,4393.0,2.69
2009-08-27,419386.0,174.0,70297.0,4278.0,-1.07
2009-08-26,1342714.0,348.0,215486.0,4324.0,2.11
2009-08-25,520979.0,262.0,108141.0,4235.0,0.33
2009-08-24,368695.0,177.0,74060.0,4221.0,-0.71
2009-08-23,423394.0,210.0,101112.0,4251.0,3.64
2009-08-20,476638.0,177.0,100282.0,4102.0,-0.92
2009-08-19,227465.0,159.0,44210.0,4140.0,0.02
2009-08-18,802226.0,345.0,148234.0,4139.0,2.55
2009-08-17,982046.0,396.0,176678.0,4037.0,-3.09
2009-08-16,586267.0,238.0,105325.0,4165.0,-1.78
2009-08-13,412390.0,186.0,63767.0,4241.0,-0.09
2009-08-12,306281.0,164.0,47484.0,4244.0,-0.54
2009-08-11,305971.0,191.0,57048.0,4267.0,0.06
2009-08-10,611842.0,293.0,146123.0,4265.0,-1.2
2009-08-09,643193.0,228.0,111616.0,4317.0,-0.65
2009-08-06,1053793.0,277.0,170241.0,4345.0,-0.64
2009-08-05,1373129.0,427.0,246724.0,4373.0,-0.83
2009-08-04,1428812.0,296.0,192361.0,4410.0,0.1
2009-08-03,1339980.0,362.0,181683.0,4405.0,-0.13
2009-08-02,2836473.0,648.0,416818.0,4411.0,-0.26
2009-07-30,1702477.0,484.0,279764.0,4423.0,0.64
2009-07-29,641153.0,218.0,97235.0,4394.0,-0.54
2009-07-28,747712.0,277.0,125640.0,4418.0,0.77
2009-07-27,480869.0,233.0,88465.0,4384.0,-0.02
2009-07-26,927256.0,306.0,136159.0,4385.0,1.16
2009-07-23,828109.0,317.0,131338.0,4335.0,1.39
2009-07-22,1121625.0,382.0,170281.0,4276.0,-2.94
2009-07-21,1793846.0,487.0,242404.0,4405.0,-0.4
2009-07-20,1046682.0,366.0,147914.0,4423.0,-1.35
2009-07-19,3382541.0,700.0,488742.0,4484.0,0.99
2009-07-16,2998745.0,683.0,440839.0,4440.0,3.43
2009-07-15,1435585.0,425.0,258219.0,4293.0,2.59
2009-07-14,1381589.0,502.0,241419.0,4184.0,1.6
2009-07-13,279849.0,123.0,76000.0,4118.0,-2.35
2009-07-12,193647.0,99.0,62751.0,4218.0,-0.16
2009-07-09,2522596.0,740.0,405009.0,4224.0,3.76
2009-07-08,1523710.0,487.0,268546.0,4071.0,-3.91
2009-07-07,1390825.0,451.0,210450.0,4237.0,-3.32
2009-07-06,49621.0,72.0,15613.0,4383.0,-0.47
2009-07-05,2023714.0,655.0,286607.0,4403.0,-2.6
2009-07-02,1906235.0,529.0,266892.0,4521.0,0.7
2009-07-01,1961224.0,476.0,272578.0,4489.0,-0.51
2009-06-30,2847061.0,745.0,397931.0,4512.0,2.21
2009-06-29,1119075.0,404.0,182500.0,4415.0,0.27
2009-06-28,1736714.0,621.0,320229.0,4403.0,1.81
2009-06-25,1410581.0,535.0,242090.0,4324.0,-1.37
2009-06-24,1589610.0,704.0,263600.0,4384.0,-0.99
2009-06-23,1665517.0,486.0,253646.0,4428.0,-2.3
2009-06-22,1425649.0,445.0,248861.0,4533.0,1.08
2009-06-21,741656.0,367.0,142408.0,4484.0,1.12
2009-06-18,4017070.0,547.0,826567.0,4435.0,0.03
2009-06-17,1290090.0,425.0,199916.0,4433.0,-0.5
2009-06-16,1596366.0,558.0,229613.0,4455.0,-0.09
2009-06-15,2432770.0,539.0,349701.0,4460.0,-0.71
2009-06-14,1635979.0,485.0,219177.0,4491.0,-0.27
2009-06-11,2903610.0,613.0,436465.0,4503.0,-1.67
2009-06-10,3208463.0,655.0,450309.0,4580.0,1.12
2009-06-08,4606182.0,906.0,581378.0,4529.0,-2.11
2009-06-07,5889424.0,1179.0,751428.0,4627.0,0.67
2009-06-04,4179917.0,939.0,530676.0,4596.0,1.12
2009-06-03,14332679.0,2044.0,1775427.0,4545.0,-4.17
2009-06-02,13614907.0,1698.0,1793193.0,4743.0,4.82
2009-06-01,9541012.0,1344.0,1240835.0,4525.0,3.88
2009-05-31,5061410.0,778.0,661335.0,4356.0,0.71
2009-05-28,1379166.0,399.0,212380.0,4326.0,-0.27
2009-05-27,1039265.0,358.0,140879.0,4337.0,1.27
2009-05-26,1136147.0,353.0,184634.0,4283.0,-0.95
2009-05-25,2548278.0,542.0,370270.0,4324.0,0.27
2009-05-21,2682864.0,530.0,372979.0,4312.0,-1.79
2009-05-20,3743268.0,737.0,499291.0,4391.0,-0.53
2009-05-19,5838997.0,826.0,749468.0,4414.0,2.24
2009-05-18,2311587.0,489.0,302705.0,4317.0,0.42
2009-05-17,1271187.0,350.0,192026.0,4299.0,0.01
2009-05-14,1204482.0,355.0,179989.0,4299.0,1.06
2009-05-13,2613724.0,597.0,399018.0,4254.0,-1.44
2009-05-12,6331528.0,955.0,833825.0,4316.0,-2.98
2009-05-11,6023684.0,1240.0,747241.0,4449.0,-0.08
2009-05-10,4493947.0,832.0,585829.0,4452.0,2.43
2009-05-07,2567436.0,629.0,340104.0,4347.0,1.15
2009-05-06,4040822.0,1103.0,525492.0,4297.0,-2.31
2009-05-05,6157434.0,1070.0,821441.0,4399.0,4.0
2009-05-04,2490356.0,687.0,355190.0,4230.0,3.7
2009-05-03,710385.0,344.0,122141.0,4079.0,-2.68
2009-04-30,991991.0,411.0,211268.0,4191.0,-1.61
2009-04-29,473764.0,178.0,65006.0,4260.0,0.08
2009-04-28,916726.0,405.0,217859.0,4256.0,-1.41
2009-04-27,2766588.0,811.0,436987.0,4317.0,-2.72
2009-04-26,2271576.0,596.0,341306.0,4438.0,2.04
2009-04-23,1548015.0,536.0,275999.0,4349.0,0.26
2009-04-22,1743730.0,410.0,269775.0,4338.0,0.43
2009-04-21,2007365.0,628.0,382228.0,4320.0,-2.27
2009-04-20,5424431.0,1247.0,962073.0,4420.0,0.78
2009-04-19,1997136.0,450.0,445998.0,4385.0,4.64
2009-04-16,1752289.0,634.0,308109.0,4191.0,3.63
2009-04-15,2328326.0,1029.0,430133.0,4044.0,-4.14
2009-04-14,2447901.0,776.0,383644.0,4219.0,-2.09
2009-04-13,1489477.0,558.0,242556.0,4309.0,-3.07
2009-04-12,3040111.0,801.0,452189.0,4446.0,3.58
2009-04-09,5386545.0,1328.0,787284.0,4292.0,-2.69
2009-04-08,5410203.0,1323.0,805620.0,4411.0,-4.13
2009-04-07,7940237.0,1710.0,1132889.0,4601.0,0.91
2009-04-06,13215213.0,2525.0,1904161.0,4559.0,-3.72
2009-04-05,5502502.0,914.0,1062219.0,4735.0,4.87
2009-04-02,8358765.0,1148.0,1423718.0,4515.0,5.84
2009-04-01,2261949.0,421.0,656860.0,4266.0,2.44
2009-03-31,5604463.0,1525.0,888193.0,4164.0,2.12
2009-03-30,6438967.0,1347.0,1080076.0,4078.0,-1.54
2009-03-29,4550747.0,741.0,864692.0,4142.0,3.39
2009-03-26,3649171.0,891.0,664848.0,4006.0,1.09
2009-03-25,3694883.0,535.0,612357.0,3963.0,2.98
2009-03-24,2685395.0,685.0,513294.0,3848.0,3.12
2009-03-23,2666657.0,717.0,504683.0,3731.0,1.41
2009-03-22,1068563.0,419.0,206777.0,3679.0,2.01
2009-03-19,972751.0,495.0,213813.0,3607.0,0.83
2009-03-18,1164563.0,595.0,253349.0,3577.0,-2.21
2009-03-17,1661194.0,727.0,335924.0,3658.0,-0.96
2009-03-16,3217688.0,705.0,653990.0,3693.0,2.1
2009-03-15,1495372.0,686.0,317108.0,3617.0,1.78
2009-03-12,1203671.0,570.0,270505.0,3554.0,-0.22
2009-03-11,3654248.0,1038.0,779415.0,3562.0,0.91
2009-03-10,1757016.0,586.0,392448.0,3530.0,2.88
2009-03-08,584304.0,339.0,142712.0,3431.0,0.34
2009-03-05,1948284.0,872.0,483224.0,3419.0,-0.87
2009-03-04,3037121.0,1124.0,699979.0,3449.0,3.56
2009-03-03,3334323.0,1018.0,782000.0,3331.0,-0.48
2009-03-02,1502900.0,519.0,317373.0,3347.0,-2.4
2009-03-01,843593.0,322.0,170447.0,3429.0,0.43
2009-02-26,780065.0,465.0,177842.0,3415.0,-0.29
2009-02-25,3059055.0,789.0,617176.0,3425.0,-0.75
2009-02-24,944690.0,559.0,211242.0,3450.0,-2.88
2009-02-23,937204.0,587.0,198295.0,3553.0,-1.4
2009-02-22,646553.0,318.0,134284.0,3603.0,1.15
2009-02-19,470019.0,317.0,94053.0,3562.0,-0.75
2009-02-18,1007274.0,597.0,212064.0,3589.0,-0.89
2009-02-17,606663.0,328.0,122190.0,3622.0,-0.45
2009-02-16,398028.0,218.0,107043.0,3638.0,-1.03
2009-02-15,412281.0,258.0,93573.0,3676.0,1.11
2009-02-12,1291178.0,445.0,230216.0,3636.0,-2.43
2009-02-11,1142840.0,399.0,261434.0,3726.0,1.23
2009-02-10,792376.0,338.0,152198.0,3681.0,-0.53
2009-02-09,752435.0,417.0,185684.0,3701.0,0.31
2009-02-08,634829.0,338.0,115483.0,3689.0,0.11
2009-02-05,861643.0,330.0,179869.0,3685.0,0.77
2009-02-04,1504414.0,545.0,252755.0,3657.0,-3.02
2009-02-03,597410.0,321.0,109460.0,3771.0,-0.78
2009-02-02,397333.0,197.0,84324.0,3801.0,0.31
2009-02-01,507763.0,185.0,93565.0,3789.0,-0.07
2009-01-29,1248662.0,477.0,253950.0,3792.0,-0.82
2009-01-28,1009805.0,366.0,179207.0,3823.0,-1.09
2009-01-27,1284578.0,482.0,252922.0,3865.0,1.06
2009-01-26,855099.0,318.0,224588.0,3825.0,-1.83
2009-01-25,1422590.0,480.0,293492.0,3896.0,0.58
2009-01-22,1033711.0,402.0,233202.0,3874.0,2.61
2009-01-21,1057957.0,372.0,215917.0,3775.0,0.0
