Date,Value Traded,# of Transactions,# of Shares,Index,% Change
2014-07-15,85165.0,78.0,18904.0,4143.0,-0.21
2014-07-14,235008.0,80.0,51714.0,4152.0,0.53
2014-07-13,154545.0,110.0,36158.0,4130.0,1.31
2014-07-10,87506.0,96.0,20886.0,4077.0,-1.49
2014-07-09,7626.0,16.0,2495.0,4139.0,0.84
2014-07-08,310644.0,152.0,68370.0,4104.0,0.08
2014-07-07,360086.0,153.0,78666.0,4101.0,-1.26
2014-07-06,311509.0,136.0,68134.0,4153.0,-0.38
2014-07-03,148383.0,109.0,33819.0,4169.0,-0.25
2014-07-02,145936.0,114.0,31647.0,4179.0,0.69
2014-07-01,227511.0,106.0,49613.0,4151.0,1.42
2014-06-30,113265.0,105.0,31278.0,4092.0,-0.6
2014-06-29,75996.0,52.0,17458.0,4117.0,-1.5
2014-06-26,269341.0,101.0,58162.0,4180.0,0.0
2014-06-25,310812.0,127.0,73688.0,4180.0,0.27
2014-06-24,407538.0,231.0,99735.0,4168.0,0.53
2014-06-23,594928.0,380.0,142527.0,4147.0,-2.33
2014-06-22,618670.0,264.0,132529.0,4245.0,1.4
2014-06-19,1051177.0,348.0,233536.0,4187.0,2.06
2014-06-18,337748.0,196.0,78069.0,4102.0,-0.14
2014-06-17,373014.0,198.0,92925.0,4108.0,0.79
2014-06-16,556874.0,302.0,130338.0,4076.0,-2.62
2014-06-15,1205335.0,434.0,275732.0,4186.0,1.11
2014-06-12,434036.0,282.0,112053.0,4139.0,2.34
2014-06-11,578132.0,237.0,144038.0,4045.0,0.86
2014-06-10,152725.0,101.0,39425.0,4011.0,-0.08
2014-06-09,320015.0,171.0,79421.0,4014.0,0.44
2014-06-08,85918.0,70.0,21482.0,3996.0,-0.1
2014-06-05,254218.0,133.0,64321.0,4001.0,-0.82
2014-06-04,155485.0,97.0,38784.0,4034.0,-0.94
2014-06-03,369332.0,130.0,92562.0,4072.0,-1.18
2014-06-02,348188.0,216.0,92677.0,4121.0,2.13
2014-06-01,543179.0,204.0,138159.0,4035.0,1.88
2014-05-29,298184.0,140.0,79109.0,3960.0,1.54
2014-05-28,176451.0,59.0,50181.0,3900.0,-0.19
2014-05-27,133486.0,59.0,37271.0,3907.0,0.24
2014-05-26,96152.0,45.0,28819.0,3898.0,-0.91
2014-05-22,68349.0,65.0,19900.0,3934.0,-0.19
2014-05-21,80259.0,85.0,23149.0,3942.0,0.75
2014-05-20,153085.0,108.0,44776.0,3912.0,0.58
2014-05-19,88542.0,91.0,25688.0,3890.0,1.24
2014-05-18,53790.0,74.0,17054.0,3842.0,2.08
2014-05-15,154143.0,90.0,44223.0,3764.0,2.48
2014-05-14,101889.0,85.0,32435.0,3673.0,-0.77
2014-05-13,23370.0,33.0,6574.0,3701.0,-1.01
2014-05-12,95200.0,46.0,25918.0,3739.0,-0.22
2014-05-11,68787.0,40.0,18813.0,3747.0,0.11
2014-05-08,80745.0,51.0,22285.0,3743.0,0.36
2014-05-07,78078.0,50.0,22329.0,3729.0,-0.71
2014-05-06,81081.0,24.0,20813.0,3756.0,2.09
2014-05-05,67417.0,55.0,21536.0,3679.0,-1.93
2014-05-04,77476.0,43.0,21934.0,3752.0,0.56
2014-04-30,24697.0,38.0,7448.0,3731.0,1.52
2014-04-29,61405.0,68.0,20116.0,3675.0,-2.0
2014-04-28,97327.0,30.0,26089.0,3750.0,-1.15
2014-04-27,143881.0,49.0,39420.0,3793.0,-0.18
2014-04-24,73214.0,58.0,21513.0,3800.0,-1.32
2014-04-23,37335.0,35.0,11414.0,3851.0,0.17
2014-04-22,26240.0,25.0,7241.0,3844.0,-0.97
2014-04-21,138162.0,41.0,35640.0,3882.0,0.11
2014-04-20,59954.0,52.0,16536.0,3878.0,0.9
2014-04-17,164040.0,50.0,44662.0,3843.0,-1.2
2014-04-16,26713.0,28.0,7073.0,3890.0,0.52
2014-04-15,75914.0,41.0,20902.0,3870.0,-0.22
2014-04-14,42112.0,44.0,10823.0,3878.0,-0.65
2014-04-13,76843.0,50.0,20484.0,3904.0,2.1
2014-04-10,181808.0,65.0,47890.0,3823.0,-1.36
2014-04-09,26230.0,32.0,7116.0,3876.0,-1.51
2014-04-08,125661.0,82.0,33411.0,3935.0,0.69
2014-04-07,189360.0,82.0,49130.0,3909.0,-0.21
2014-04-06,102869.0,50.0,25910.0,3917.0,-0.99
2014-04-03,106663.0,59.0,27173.0,3956.0,0.21
2014-04-02,76151.0,50.0,19499.0,3948.0,0.06
2014-04-01,102849.0,75.0,26377.0,3945.0,1.7
2014-03-31,46377.0,50.0,12425.0,3879.0,-1.36
2014-03-30,86914.0,26.0,22492.0,3933.0,-0.32
2014-03-27,65571.0,50.0,19918.0,3945.0,0.73
2014-03-26,147684.0,79.0,41347.0,3917.0,-0.38
2014-03-25,799137.0,104.0,212983.0,3932.0,0.26
2014-03-24,74202.0,47.0,21271.0,3922.0,-0.24
2014-03-23,62378.0,48.0,17002.0,3931.0,0.38
2014-03-20,203236.0,70.0,53633.0,3916.0,-0.87
2014-03-19,114921.0,52.0,29447.0,3951.0,0.38
2014-03-18,94612.0,39.0,24459.0,3936.0,0.12
2014-03-17,73341.0,63.0,19826.0,3931.0,1.35
2014-03-16,98839.0,77.0,26101.0,3879.0,-0.99
2014-03-13,77468.0,52.0,20436.0,3918.0,-0.35
2014-03-12,87119.0,55.0,22481.0,3931.0,1.77
2014-03-11,119713.0,83.0,34694.0,3863.0,-0.3
2014-03-10,108637.0,61.0,33533.0,3874.0,-0.17
2014-03-09,98916.0,52.0,28668.0,3881.0,0.17
2014-03-06,142636.0,87.0,42173.0,3874.0,-0.44
2014-03-05,179758.0,101.0,42780.0,3892.0,-0.61
2014-03-04,152782.0,91.0,40382.0,3915.0,-1.43
2014-03-03,214405.0,100.0,58149.0,3972.0,0.53
2014-03-02,44196.0,44.0,12981.0,3951.0,-0.5
2014-02-27,358590.0,128.0,100960.0,3971.0,-1.61
2014-02-26,213131.0,80.0,59424.0,4037.0,0.18
2014-02-25,245651.0,110.0,70559.0,4029.0,0.17
2014-02-24,207799.0,101.0,60098.0,4023.0,-0.75
2014-02-23,94559.0,68.0,24986.0,4053.0,-0.01
2014-02-20,351434.0,207.0,89064.0,4053.0,2.14
2014-02-19,414813.0,206.0,90244.0,3968.0,-0.02
2014-02-18,287616.0,107.0,60721.0,3969.0,0.42
2014-02-17,112792.0,112.0,27257.0,3952.0,-1.41
2014-02-16,383365.0,101.0,79071.0,4009.0,0.0
2014-02-13,94731.0,64.0,24594.0,4009.0,0.42
2014-02-12,306016.0,116.0,65138.0,3992.0,0.76
2014-02-11,707987.0,130.0,147200.0,3962.0,-0.17
2014-02-10,126147.0,48.0,30582.0,3969.0,-0.17
2014-02-09,71715.0,67.0,17913.0,3975.0,0.0
2014-02-06,262014.0,124.0,55115.0,3975.0,-2.14
2014-02-05,132001.0,87.0,26891.0,4062.0,1.93
2014-02-04,266164.0,139.0,63613.0,3985.0,-0.91
2014-02-03,319857.0,155.0,70169.0,4022.0,1.18
2014-02-02,139529.0,71.0,34376.0,3975.0,-0.42
2014-01-30,205513.0,82.0,43410.0,3992.0,0.31
2014-01-29,148944.0,81.0,33131.0,3980.0,-0.17
2014-01-28,238227.0,107.0,66959.0,3987.0,-1.24
2014-01-27,196088.0,76.0,43596.0,4037.0,-1.2
2014-01-26,133272.0,64.0,27766.0,4086.0,0.2
2014-01-23,71264.0,60.0,15920.0,4077.0,0.09
2014-01-22,194197.0,74.0,39367.0,4074.0,-1.53
2014-01-21,331840.0,156.0,70419.0,4137.0,3.38
2014-01-20,201085.0,109.0,45118.0,4002.0,-0.56
2014-01-19,122366.0,51.0,25897.0,4025.0,-0.34
2014-01-16,90590.0,60.0,21245.0,4039.0,0.24
2014-01-15,98905.0,62.0,23732.0,4029.0,-0.25
2014-01-14,72002.0,73.0,18823.0,4039.0,-1.87
2014-01-13,51467.0,51.0,13638.0,4116.0,1.73
2014-01-09,297364.0,147.0,74587.0,4045.0,-2.26
2014-01-08,280132.0,79.0,67545.0,4139.0,-0.48
2014-01-07,38769.0,37.0,6755.0,4159.0,0.43
2014-01-06,89889.0,59.0,19998.0,4141.0,-0.16
2014-01-05,87606.0,70.0,19732.0,4148.0,0.26
2014-01-02,97003.0,56.0,21478.0,4137.0,-0.08
2013-12-31,101655.0,71.0,22567.0,4141.0,-0.12
2013-12-30,193385.0,71.0,44770.0,4146.0,-0.24
2013-12-29,87758.0,35.0,19267.0,4156.0,-0.24
2013-12-26,119613.0,71.0,21626.0,4166.0,0.85
2013-12-24,163899.0,93.0,35775.0,4131.0,0.16
2013-12-23,57052.0,61.0,14013.0,4124.0,-0.52
2013-12-22,88649.0,37.0,20716.0,4146.0,-0.56
2013-12-19,40584.0,41.0,8375.0,4169.0,-0.16
2013-12-18,6045.0,12.0,1171.0,4176.0,-0.32
2013-12-17,134965.0,43.0,39892.0,4190.0,0.08
2013-12-16,52352.0,35.0,15312.0,4186.0,0.16
2013-12-11,148573.0,73.0,32001.0,4180.0,0.68
2013-12-10,92545.0,55.0,13583.0,4151.0,-0.24
2013-12-09,103952.0,55.0,18167.0,4161.0,0.2
2013-12-08,74784.0,53.0,16928.0,4153.0,-0.07
2013-12-05,77105.0,47.0,15901.0,4156.0,0.32
2013-12-04,161362.0,82.0,30735.0,4142.0,-0.01
2013-12-03,29062.0,33.0,6763.0,4143.0,0.16
2013-12-02,51094.0,29.0,12979.0,4136.0,0.65
2013-12-01,157050.0,61.0,34587.0,4109.0,-0.89
2013-11-28,123353.0,74.0,29092.0,4146.0,0.2
2013-11-27,70144.0,38.0,15339.0,4138.0,-0.88
2013-11-26,153284.0,56.0,33034.0,4175.0,-0.85
2013-11-25,84075.0,45.0,20081.0,4210.0,-0.1
2013-11-24,235320.0,108.0,67095.0,4215.0,-0.24
2013-11-21,577373.0,151.0,142955.0,4225.0,0.56
2013-11-20,94297.0,75.0,23967.0,4201.0,0.96
2013-11-19,79089.0,81.0,22512.0,4161.0,1.14
2013-11-18,70833.0,44.0,19383.0,4114.0,-0.08
2013-11-17,50241.0,30.0,11676.0,4118.0,-0.96
2013-11-14,33351.0,35.0,9307.0,4158.0,2.18
2013-11-13,66621.0,55.0,17605.0,4069.0,-0.9
2013-11-12,82471.0,50.0,21222.0,4107.0,1.74
2013-11-11,104257.0,74.0,24948.0,4036.0,-1.15
2013-11-10,191332.0,133.0,47005.0,4083.0,0.21
2013-11-06,85801.0,53.0,20088.0,4075.0,0.38
2013-11-05,45496.0,40.0,11937.0,4059.0,0.25
2013-11-04,43469.0,48.0,11912.0,4049.0,-0.96
2013-11-03,51313.0,40.0,13547.0,4089.0,-0.49
2013-10-31,60438.0,56.0,14580.0,4109.0,-1.2
2013-10-30,144356.0,110.0,38615.0,4159.0,-1.48
2013-10-29,80494.0,51.0,18796.0,4221.0,-0.24
2013-10-28,108890.0,72.0,29941.0,4231.0,0.16
2013-10-27,231918.0,90.0,55010.0,4224.0,-0.47
2013-10-24,496605.0,280.0,138961.0,4244.0,1.96
2013-10-23,286745.0,110.0,62093.0,4163.0,1.38
2013-10-22,286834.0,76.0,68253.0,4106.0,-2.54
2013-10-21,163496.0,87.0,42019.0,4213.0,1.12
2013-10-20,210591.0,99.0,49688.0,4166.0,1.18
2013-10-13,74780.0,42.0,16657.0,4118.0,0.74
2013-10-10,121969.0,132.0,36091.0,4088.0,1.03
2013-10-09,160772.0,130.0,46782.0,4046.0,3.5
2013-10-08,71576.0,52.0,19988.0,3909.0,1.12
2013-10-07,78304.0,44.0,20674.0,3866.0,-0.77
2013-10-06,31314.0,41.0,6945.0,3896.0,-0.77
2013-10-03,287335.0,209.0,60472.0,3926.0,1.48
2013-10-02,91606.0,93.0,20979.0,3869.0,0.25
2013-10-01,60229.0,62.0,14754.0,3859.0,1.27
2013-09-30,95923.0,62.0,24852.0,3811.0,-1.04
2013-09-29,49297.0,37.0,10871.0,3851.0,0.18
2013-09-26,32873.0,33.0,9647.0,3844.0,-0.09
2013-09-25,114662.0,60.0,28443.0,3847.0,0.36
2013-09-24,576443.0,64.0,117890.0,3834.0,0.91
2013-09-23,96561.0,73.0,23899.0,3799.0,-0.44
2013-09-22,41098.0,53.0,10414.0,3816.0,-0.18
2013-09-19,122188.0,71.0,26624.0,3822.0,0.35
2013-09-18,48539.0,69.0,11421.0,3809.0,-1.21
2013-09-17,33570.0,50.0,8389.0,3856.0,0.79
2013-09-16,56487.0,56.0,15144.0,3826.0,-1.12
2013-09-15,133487.0,89.0,33987.0,3869.0,0.0
2013-09-12,24066.0,32.0,4964.0,3869.0,0.96
2013-09-11,87151.0,64.0,19264.0,3832.0,-0.69
2013-09-10,234342.0,114.0,53179.0,3859.0,2.4
2013-09-09,82307.0,75.0,23102.0,3769.0,0.35
2013-09-08,189748.0,80.0,40498.0,3755.0,2.46
2013-09-05,35756.0,56.0,9559.0,3665.0,-2.32
2013-09-04,142537.0,75.0,33388.0,3752.0,-0.57
2013-09-03,115070.0,66.0,25272.0,3774.0,-0.12
2013-09-02,76349.0,54.0,18072.0,3778.0,-1.32
2013-09-01,27291.0,38.0,6262.0,3829.0,1.46
2013-08-29,230927.0,142.0,59931.0,3774.0,1.3
2013-08-28,159757.0,100.0,38515.0,3725.0,-3.84
2013-08-26,120698.0,58.0,26666.0,3874.0,-1.62
2013-08-25,56176.0,56.0,14369.0,3938.0,-0.71
2013-08-22,30666.0,53.0,7922.0,3966.0,0.64
2013-08-21,145367.0,27.0,28809.0,3941.0,-0.93
2013-08-20,78491.0,57.0,16770.0,3978.0,0.76
2013-08-19,442580.0,102.0,89423.0,3948.0,-0.33
2013-08-18,122596.0,77.0,26254.0,3961.0,-0.13
2013-08-15,76264.0,59.0,16039.0,3966.0,0.0
2013-08-14,37851.0,42.0,8722.0,3966.0,-0.42
2013-08-13,14419.0,21.0,3643.0,3983.0,0.25
2013-08-12,142165.0,53.0,28788.0,3973.0,-1.66
2013-08-07,66482.0,36.0,14548.0,4039.0,0.58
2013-08-06,37051.0,29.0,8289.0,4016.0,0.08
2013-08-05,72815.0,46.0,15889.0,4013.0,-0.41
2013-08-04,40031.0,36.0,8062.0,4029.0,0.33
2013-08-01,80984.0,72.0,14911.0,4016.0,-0.12
2013-07-31,253239.0,107.0,69461.0,4021.0,-2.34
2013-07-30,273794.0,159.0,60157.0,4117.0,-0.81
2013-07-29,496834.0,233.0,99124.0,4151.0,3.12
2013-07-28,66895.0,66.0,14928.0,4026.0,-1.0
2013-07-25,837491.0,279.0,165242.0,4066.0,0.87
2013-07-24,212049.0,80.0,45896.0,4031.0,2.3
2013-07-23,55375.0,34.0,12348.0,3940.0,-0.22
2013-07-22,1440374.0,67.0,294952.0,3949.0,-0.34
2013-07-21,64058.0,37.0,18615.0,3962.0,0.0
2013-07-18,67777.0,52.0,19583.0,3962.0,1.11
2013-07-17,72972.0,59.0,15666.0,3919.0,-1.96
2013-07-16,209357.0,59.0,49309.0,3997.0,0.59
2013-07-15,4901.0,9.0,1668.0,3974.0,-0.5
2013-07-14,208616.0,99.0,48401.0,3994.0,-1.76
2013-07-11,141571.0,50.0,29175.0,4066.0,0.93
2013-07-10,65213.0,40.0,18926.0,4028.0,-1.1
2013-07-09,92717.0,68.0,19282.0,4073.0,-0.49
2013-07-08,161708.0,39.0,50836.0,4093.0,0.72
2013-07-07,241855.0,138.0,48145.0,4064.0,-0.33
2013-07-04,508477.0,208.0,100178.0,4077.0,0.3
2013-07-03,223347.0,121.0,44740.0,4065.0,-1.11
2013-07-02,328562.0,173.0,68506.0,4111.0,0.63
2013-07-01,399360.0,191.0,80520.0,4085.0,1.11
2013-06-30,157092.0,81.0,32267.0,4040.0,0.08
2013-06-27,114681.0,57.0,22724.0,4036.0,-0.82
2013-06-26,271936.0,109.0,64420.0,4070.0,-0.25
2013-06-25,147358.0,81.0,35187.0,4080.0,0.72
2013-06-24,310268.0,141.0,62332.0,4051.0,-0.87
2013-06-23,247285.0,111.0,49384.0,4087.0,-1.28
2013-06-20,103817.0,79.0,22385.0,4140.0,-0.57
2013-06-19,198484.0,96.0,55742.0,4164.0,0.65
2013-06-18,135221.0,128.0,26579.0,4137.0,-0.35
2013-06-17,221612.0,108.0,46954.0,4151.0,0.85
2013-06-16,574029.0,188.0,118077.0,4116.0,-1.89
2013-06-13,623907.0,239.0,125835.0,4196.0,1.55
2013-06-12,1022062.0,391.0,208358.0,4131.0,1.78
2013-06-11,227714.0,87.0,41543.0,4059.0,0.56
2013-06-10,139116.0,66.0,27805.0,4036.0,-0.12
2013-06-09,350651.0,83.0,61466.0,4041.0,-0.88
2013-06-06,329313.0,86.0,56444.0,4077.0,-0.97
2013-06-05,737455.0,209.0,137098.0,4117.0,-0.41
2013-06-04,546690.0,144.0,111621.0,4134.0,3.14
2013-06-03,133741.0,57.0,26325.0,4008.0,-0.13
2013-06-02,379452.0,35.0,69961.0,4013.0,-0.41
2013-05-30,141769.0,58.0,30043.0,4030.0,0.17
2013-05-29,41525.0,26.0,7907.0,4023.0,-0.25
2013-05-28,32028.0,33.0,5380.0,4033.0,-0.11
2013-05-27,49560.0,36.0,9246.0,4038.0,0.47
2013-05-26,45205.0,29.0,8294.0,4019.0,-0.68
2013-05-23,109772.0,41.0,18693.0,4046.0,-1.21
2013-05-22,211356.0,92.0,48894.0,4096.0,1.02
2013-05-21,310925.0,75.0,52783.0,4055.0,0.36
2013-05-20,58920.0,42.0,12328.0,4040.0,-0.49
2013-05-19,44906.0,42.0,8870.0,4060.0,0.02
2013-05-16,37144.0,26.0,6632.0,4059.0,-0.51
2013-05-15,897583.0,95.0,171682.0,4080.0,0.79
2013-05-14,221061.0,79.0,42345.0,4048.0,0.87
2013-05-13,45335.0,36.0,9368.0,4013.0,0.83
2013-05-12,166388.0,65.0,32999.0,3980.0,-0.96
2013-05-09,278765.0,103.0,47163.0,4019.0,-1.06
2013-05-08,416529.0,197.0,88956.0,4062.0,0.5
2013-05-07,152635.0,116.0,34275.0,4042.0,1.39
2013-05-06,303482.0,151.0,58037.0,3986.0,0.51
2013-05-05,29722.0,34.0,5466.0,3966.0,-0.2
2013-05-01,61237.0,48.0,11841.0,3975.0,1.15
2013-04-30,269219.0,86.0,55835.0,3929.0,-1.45
2013-04-29,123810.0,82.0,33561.0,3987.0,-0.77
2013-04-28,267327.0,29.0,45343.0,4018.0,-0.2
2013-04-25,114725.0,35.0,21052.0,4026.0,-0.92
2013-04-24,284982.0,33.0,50082.0,4063.0,2.13
2013-04-23,477910.0,200.0,145088.0,3979.0,-1.76
2013-04-22,107804.0,67.0,23758.0,4050.0,-1.5
2013-04-21,24088.0,23.0,4245.0,4111.0,0.99
2013-04-18,132177.0,56.0,23717.0,4071.0,-1.88
2013-04-17,51314.0,40.0,9538.0,4149.0,0.27
2013-04-16,635396.0,151.0,154145.0,4138.0,-0.7
2013-04-15,371041.0,56.0,65470.0,4167.0,0.4
2013-04-14,93466.0,50.0,24121.0,4150.0,-0.62
2013-04-11,243520.0,67.0,59074.0,4176.0,0.22
2013-04-10,432923.0,97.0,125248.0,4167.0,-0.03
2013-04-09,184867.0,55.0,50047.0,4168.0,-1.08
2013-04-08,161858.0,62.0,42853.0,4214.0,0.13
2013-04-07,317474.0,95.0,81570.0,4208.0,-0.31
2013-04-04,454900.0,76.0,106678.0,4222.0,-0.07
2013-04-03,495227.0,114.0,95227.0,4224.0,-0.5
2013-04-02,314091.0,128.0,75603.0,4246.0,-0.28
2013-04-01,1103922.0,338.0,258806.0,4258.0,2.44
2013-03-31,214507.0,82.0,40686.0,4156.0,-0.76
2013-03-28,261772.0,146.0,65216.0,4188.0,-0.13
2013-03-27,184537.0,87.0,42217.0,4194.0,0.2
2013-03-26,670241.0,241.0,178589.0,4185.0,3.21
2013-03-25,221141.0,60.0,57373.0,4055.0,-0.75
2013-03-24,81144.0,40.0,14451.0,4086.0,-1.88
2013-03-21,281341.0,57.0,47363.0,4164.0,0.71
2013-03-20,71106.0,58.0,15467.0,4134.0,-1.12
2013-03-19,216371.0,109.0,37816.0,4181.0,0.97
2013-03-18,477526.0,189.0,89107.0,4141.0,0.49
2013-03-17,105626.0,64.0,18448.0,4121.0,-0.17
2013-03-14,258091.0,71.0,47647.0,4128.0,0.6
2013-03-13,196201.0,73.0,37313.0,4103.0,0.07
2013-03-12,217286.0,99.0,56416.0,4100.0,0.27
2013-03-11,84091.0,46.0,20911.0,4089.0,0.0
2013-03-10,102848.0,60.0,22279.0,4089.0,0.6
2013-03-07,24658.0,29.0,5137.0,4065.0,-1.14
2013-03-06,34717.0,56.0,7564.0,4111.0,-0.2
2013-03-05,82337.0,75.0,20637.0,4119.0,1.31
2013-03-04,101907.0,63.0,19083.0,4066.0,-0.6
2013-03-03,52531.0,35.0,13349.0,4090.0,0.59
2013-02-28,137248.0,49.0,24473.0,4066.0,0.53
2013-02-27,96344.0,91.0,22948.0,4045.0,-0.53
2013-02-26,191866.0,109.0,38289.0,4066.0,-0.36
2013-02-25,183725.0,103.0,42872.0,4081.0,-0.08
2013-02-24,29171.0,34.0,7629.0,4084.0,0.75
2013-02-21,140707.0,81.0,31330.0,4054.0,-0.06
2013-02-20,207033.0,63.0,39438.0,4056.0,-0.03
2013-02-19,66716.0,47.0,12197.0,4057.0,-0.1
2013-02-18,42109.0,34.0,9645.0,4061.0,0.05
2013-02-17,18371.0,30.0,3642.0,4059.0,-0.39
2013-02-14,110127.0,68.0,26354.0,4075.0,0.15
2013-02-13,169568.0,69.0,37090.0,4069.0,-0.05
2013-02-12,119879.0,51.0,26269.0,4071.0,0.03
2013-02-11,303863.0,76.0,68335.0,4070.0,0.3
2013-02-10,564888.0,90.0,105320.0,4058.0,0.66
2013-02-07,126414.0,48.0,34570.0,4031.0,-0.35
2013-02-06,68469.0,54.0,16008.0,4045.0,-0.62
2013-02-05,146421.0,67.0,36605.0,4071.0,0.96
2013-02-04,204505.0,70.0,55154.0,4032.0,0.27
2013-02-03,46468.0,35.0,8576.0,4021.0,-0.23
2013-01-31,59594.0,52.0,12338.0,4031.0,-0.23
2013-01-30,96136.0,46.0,20562.0,4040.0,-0.26
2013-01-29,280645.0,95.0,58693.0,4051.0,0.4
2013-01-28,81161.0,49.0,19677.0,4035.0,-0.42
2013-01-27,55483.0,39.0,13072.0,4052.0,-0.16
2013-01-24,39071.0,23.0,8415.0,4058.0,0.34
2013-01-22,85363.0,55.0,18171.0,4045.0,-0.23
2013-01-21,96805.0,59.0,18957.0,4054.0,-0.57
2013-01-17,149911.0,65.0,24203.0,4077.0,-0.04
2013-01-16,106465.0,50.0,24298.0,4079.0,-0.08
2013-01-15,289677.0,93.0,81776.0,4082.0,-0.13
2013-01-14,356091.0,109.0,73576.0,4088.0,0.33
2013-01-13,628236.0,75.0,113339.0,4074.0,-0.07
2013-01-09,168828.0,99.0,35912.0,4077.0,0.82
2013-01-08,181530.0,89.0,41182.0,4044.0,-0.23
2013-01-07,71665.0,48.0,17543.0,4053.0,-0.46
2013-01-06,319243.0,92.0,62881.0,4072.0,0.46
2013-01-03,195892.0,62.0,38379.0,4053.0,1.27
2013-01-02,410379.0,121.0,74423.0,4003.0,-0.38
2012-12-30,592700.0,129.0,114768.0,4018.0,1.02
2012-12-27,258731.0,100.0,58894.0,3977.0,0.68
2012-12-26,526941.0,127.0,113449.0,3951.0,1.03
2012-12-24,254704.0,102.0,54040.0,3910.0,0.66
2012-12-23,216201.0,86.0,57040.0,3885.0,-0.07
2012-12-20,507411.0,50.0,105319.0,3887.0,-0.06
2012-12-19,157430.0,93.0,31654.0,3890.0,-0.73
2012-12-18,299067.0,129.0,76331.0,3918.0,1.17
2012-12-17,155144.0,73.0,36123.0,3873.0,0.92
2012-12-16,186270.0,83.0,42122.0,3838.0,-0.92
2012-12-13,79560.0,77.0,16401.0,3874.0,0.07
2012-12-12,22784.0,28.0,5394.0,3871.0,-0.03
2012-12-11,29378.0,39.0,8491.0,3872.0,-0.26
2012-12-10,87770.0,49.0,22663.0,3882.0,-1.68
2012-12-09,213317.0,97.0,41459.0,3949.0,0.61
2012-12-06,95782.0,83.0,17679.0,3925.0,0.63
2012-12-05,154702.0,96.0,27065.0,3900.0,0.69
2012-12-04,77409.0,62.0,16396.0,3873.0,-0.33
2012-12-03,340023.0,159.0,55659.0,3886.0,-0.99
2012-12-02,9364.0,19.0,2070.0,3925.0,-0.11
2012-11-29,66504.0,85.0,14769.0,3929.0,0.65
2012-11-28,76186.0,64.0,20491.0,3904.0,-0.79
2012-11-27,129786.0,70.0,32246.0,3935.0,-0.17
2012-11-26,80521.0,71.0,15617.0,3942.0,-0.55
2012-11-25,122953.0,72.0,34735.0,3963.0,0.54
2012-11-22,106001.0,85.0,29785.0,3942.0,-0.28
2012-11-21,148735.0,113.0,39193.0,3953.0,1.51
2012-11-20,320335.0,127.0,59314.0,3894.0,0.07
2012-11-19,176334.0,129.0,38464.0,3892.0,-0.31
2012-11-18,166850.0,139.0,47641.0,3904.0,-1.23
2012-11-14,334815.0,147.0,69824.0,3952.0,-1.02
2012-11-13,58756.0,50.0,12832.0,3993.0,-0.11
2012-11-12,248870.0,149.0,48910.0,3998.0,-0.08
2012-11-11,194281.0,119.0,35999.0,4001.0,-0.99
2012-11-08,177345.0,90.0,52674.0,4041.0,-0.65
2012-11-07,622835.0,217.0,128838.0,4067.0,2.52
2012-11-06,265276.0,128.0,57563.0,3967.0,-1.07
2012-11-05,212140.0,138.0,45438.0,4010.0,-1.16
2012-11-04,489757.0,256.0,123147.0,4057.0,-1.3
2012-11-01,993241.0,196.0,292824.0,4111.0,3.31
2012-10-31,768533.0,294.0,188957.0,3979.0,2.12
2012-10-30,221025.0,147.0,59369.0,3897.0,2.31
2012-10-24,203927.0,129.0,43861.0,3809.0,0.56
2012-10-23,252649.0,130.0,47764.0,3787.0,0.28
2012-10-22,304884.0,177.0,60225.0,3777.0,-0.41
2012-10-21,135876.0,132.0,25386.0,3792.0,-0.22
2012-10-18,72516.0,109.0,14034.0,3801.0,-0.34
2012-10-17,265674.0,153.0,48260.0,3813.0,0.88
2012-10-16,452630.0,208.0,77071.0,3780.0,0.34
2012-10-15,202304.0,92.0,48595.0,3767.0,0.19
2012-10-14,213056.0,108.0,36732.0,3760.0,0.47
2012-10-11,220141.0,77.0,63034.0,3742.0,0.09
2012-10-10,121811.0,78.0,28029.0,3739.0,0.14
2012-10-09,452311.0,143.0,87532.0,3734.0,-0.1
2012-10-08,176411.0,100.0,36505.0,3737.0,0.25
2012-10-07,129615.0,66.0,29837.0,3728.0,0.55
2012-10-04,315600.0,74.0,54817.0,3708.0,-0.12
2012-10-03,69584.0,47.0,13143.0,3712.0,-0.15
2012-10-02,220012.0,80.0,39363.0,3717.0,-0.23
2012-10-01,244020.0,100.0,42771.0,3726.0,0.72
2012-09-30,183397.0,92.0,38646.0,3699.0,-0.22
2012-09-27,132342.0,80.0,31263.0,3707.0,0.12
2012-09-26,168116.0,63.0,29988.0,3703.0,-0.29
2012-09-25,55757.0,47.0,11292.0,3714.0,0.29
2012-09-24,258320.0,126.0,48594.0,3703.0,-0.92
2012-09-23,93251.0,73.0,17897.0,3737.0,-0.66
2012-09-20,206324.0,125.0,38324.0,3762.0,0.11
2012-09-19,287021.0,155.0,51354.0,3758.0,-0.52
2012-09-18,812681.0,344.0,144186.0,3778.0,0.6
2012-09-17,1275530.0,390.0,226023.0,3756.0,1.07
2012-09-16,997697.0,358.0,181528.0,3716.0,0.06
2012-09-13,289260.0,129.0,55934.0,3714.0,-0.36
2012-09-12,253308.0,171.0,47227.0,3727.0,1.67
2012-09-11,81134.0,49.0,16075.0,3666.0,0.27
2012-09-10,168894.0,140.0,35598.0,3656.0,-1.27
2012-09-09,206804.0,66.0,47065.0,3703.0,-0.01
